track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity
Dream Fire Sky,Artist_10,Rock,Party,0.912,0.355,0.966,135.06,137725,49
Love Sky,Artist_98,Classical,Focus,0.946,0.031,0.216,94.1,339650,44
Dance Dream,Artist_116,Rock,Travel,0.245,0.537,0.5,123.35,279509,58
Night Heart Light,Artist_14,Classical,Focus,0.132,0.923,0.624,153.52,208965,51
Beat Night,Artist_268,Country,Chill,0.302,0.596,0.138,182.79,270833,17
Light Heart Wave,Artist_211,Jazz,Workout,0.895,0.972,0.044,83.14,287719,90
Sky Love Beat,Artist_328,EDM,Workout,0.972,0.136,0.013,185.06,93761,4
Dance Beat,Artist_131,Rock,Travel,0.859,0.568,0.325,114.61,171971,33
Dream Sky,Artist_421,EDM,Travel,0.11,0.798,0.074,178.13,271698,62
Heart Dance,Artist_50,Bollywood,Romantic,0.947,0.526,0.804,131.76,214185,81
Fire Wave,Artist_148,Pop,Workout,0.423,0.091,0.997,180.71,136089,72
Dream Heart,Artist_285,EDM,Chill,0.009,0.583,0.061,152.8,131064,90
Heart Dream Fire,Artist_211,Rock,Romantic,0.442,0.612,0.433,131.22,150887,43
Heart Light,Artist_336,Classical,Workout,0.046,0.729,0.026,103.76,268250,84
Light Beat,Artist_126,Hip-Hop,Party,0.544,0.761,0.134,195.65,120086,42
Love Sky,Artist_425,Indie,Focus,0.339,0.771,0.323,172.13,107614,51
Dream Beat,Artist_66,Indie,Sleep,0.473,0.663,0.394,113.37,220665,38
Dream Night Dance,Artist_303,Pop,Sleep,0.613,0.216,0.94,83.34,359032,43
Night Dance,Artist_333,Hip-Hop,Romantic,0.869,0.404,0.396,169.13,70568,48
Dream Wave Light,Artist_24,Rock,Travel,0.662,0.776,0.496,198.59,282745,42
Sky Night,Artist_264,EDM,Party,0.434,0.953,0.246,99.06,194091,57
Dance Light Dream,Artist_164,Jazz,Party,0.819,0.079,0.0,188.22,294073,54
Heart Fire,Artist_416,Country,Workout,0.906,0.536,0.899,77.55,325088,97
Beat Wave,Artist_11,Bollywood,Workout,0.12,0.313,0.082,193.31,347261,17
Dance Love,Artist_171,Rock,Sleep,0.532,0.225,0.964,164.35,250989,51
Fire Dream Heart,Artist_499,Rock,Workout,0.285,0.506,0.131,108.52,323297,9
Fire Night,Artist_30,EDM,Sleep,0.047,0.606,0.605,102.65,288482,84
Wave Dream,Artist_387,Rock,Party,0.669,0.01,0.999,150.08,102706,8
Sky Light,Artist_425,Rock,Party,0.863,0.78,0.138,143.09,143092,63
Love Dream Light,Artist_140,Rock,Party,0.163,0.82,0.424,188.65,254540,56
Beat Night,Artist_480,Bollywood,Workout,0.812,0.966,0.78,167.27,118643,70
Night Fire,Artist_344,Hip-Hop,Party,0.853,0.181,0.032,135.65,211188,9
Fire Heart,Artist_262,Indie,Focus,0.914,0.595,0.69,189.86,96035,75
Dance Wave,Artist_438,Rock,Sleep,0.265,0.427,0.08,142.98,146424,5
Wave Love,Artist_254,Classical,Sleep,0.904,0.335,0.237,178.96,351698,72
Love Wave,Artist_339,Jazz,Sleep,0.321,0.566,0.16,177.73,311515,64
Wave Heart,Artist_55,EDM,Sleep,0.552,0.782,0.907,188.69,61222,52
Night Beat Dream,Artist_172,Jazz,Focus,0.051,0.023,0.18,69.46,195712,35
Heart Beat,Artist_300,Classical,Travel,0.044,0.969,0.04,141.73,240825,60
Dance Night Heart,Artist_15,Rock,Chill,0.72,0.81,0.588,125.57,71086,89
Wave Sky Love,Artist_429,Pop,Workout,0.444,0.751,0.346,128.68,340339,39
Wave Dream Fire,Artist_162,Bollywood,Party,0.256,0.76,0.406,124.39,295206,6
Sky Heart,Artist_61,Rock,Travel,0.19,0.389,0.119,177.25,69964,88
Dream Fire,Artist_286,Bollywood,Focus,0.67,0.752,0.748,104.58,272992,21
Beat Dance,Artist_65,EDM,Chill,0.0,0.387,0.602,124.79,244868,36
Light Night Sky,Artist_467,Pop,Focus,0.806,0.899,0.364,88.1,106023,18
Beat Sky Dance,Artist_109,Classical,Party,0.079,0.177,0.172,95.24,156846,1
Fire Dance Love,Artist_239,Indie,Focus,0.191,0.292,0.593,152.46,173685,93
Wave Sky,Artist_250,Hip-Hop,Chill,0.386,0.551,0.779,76.37,139626,17
Fire Night Light,Artist_88,EDM,Sleep,0.485,0.319,0.312,86.3,130727,69
Dance Beat Light,Artist_54,EDM,Sleep,0.355,0.424,0.026,133.92,162920,6
Heart Love Wave,Artist_31,Jazz,Chill,0.321,0.492,0.214,66.13,347628,58
Dance Beat,Artist_315,Rock,Workout,0.964,0.856,0.682,77.77,94754,45
Dream Love,Artist_27,Pop,Chill,0.642,0.523,0.989,180.87,315789,72
Light Night,Artist_248,Indie,Workout,0.023,0.362,0.013,178.46,219289,89
Dance Light Love,Artist_130,Jazz,Focus,0.43,0.248,0.306,108.69,102782,83
Night Love Dream,Artist_148,Indie,Party,0.875,0.409,0.062,108.72,282515,48
Fire Night,Artist_132,Rock,Romantic,0.301,0.516,0.316,191.11,105306,50
Beat Dance,Artist_241,Hip-Hop,Romantic,0.095,0.746,0.406,63.62,299194,56
Love Beat Dance,Artist_294,Hip-Hop,Chill,0.758,0.121,0.921,141.24,208683,9
Fire Heart Wave,Artist_354,Pop,Sleep,0.606,0.222,0.081,143.63,324199,92
Dream Fire,Artist_119,Indie,Romantic,0.57,0.38,0.777,170.3,237896,62
Night Light Heart,Artist_291,Hip-Hop,Chill,0.054,0.36,0.396,193.25,125297,31
Night Dream,Artist_55,EDM,Romantic,0.14,0.392,0.811,109.82,160874,65
Light Sky Heart,Artist_355,Pop,Travel,0.623,0.794,0.513,121.3,244705,61
Fire Dance Night,Artist_37,Country,Workout,0.208,0.324,0.039,153.98,133012,10
Sky Dream,Artist_242,Classical,Party,0.504,0.502,0.946,195.42,117037,53
Fire Love Light,Artist_64,EDM,Chill,0.545,0.624,0.083,184.71,81494,64
Fire Dance,Artist_249,Hip-Hop,Focus,0.284,0.232,0.598,153.39,255810,64
Fire Light Dream,Artist_482,Classical,Workout,0.948,0.719,0.878,179.94,168387,50
Night Fire,Artist_129,Pop,Workout,0.842,0.547,0.08,71.93,261739,86
Sky Beat,Artist_438,Country,Travel,0.722,0.447,0.554,112.8,208729,65
Wave Light Beat,Artist_366,Country,Chill,0.078,0.81,0.824,61.83,165848,77
Wave Fire Dream,Artist_6,Bollywood,Travel,0.106,0.243,0.986,84.85,129246,14
Light Sky Night,Artist_16,Pop,Focus,0.493,0.883,0.724,148.27,182916,23
Light Fire Dance,Artist_103,Bollywood,Travel,0.161,0.561,0.278,183.98,95847,28
Heart Night Wave,Artist_364,Hip-Hop,Focus,0.978,0.609,0.7,148.59,271108,93
Light Dream,Artist_132,EDM,Travel,0.159,0.875,0.706,152.98,252631,58
Night Wave,Artist_183,Jazz,Travel,0.487,0.818,0.7,74.54,186688,40
Love Beat Heart,Artist_202,Jazz,Workout,0.364,0.602,0.854,153.08,291795,64
Beat Wave,Artist_271,Bollywood,Travel,0.639,0.753,0.087,123.61,176968,97
Dream Beat Dance,Artist_348,Pop,Focus,0.129,0.433,0.108,151.2,150849,2
Heart Night,Artist_456,Rock,Chill,0.43,0.547,0.641,105.66,270339,43
Dance Dream,Artist_259,Pop,Workout,0.275,0.062,0.954,141.41,162851,97
Heart Wave Fire,Artist_353,Jazz,Travel,0.888,0.09,0.466,119.37,139119,88
Dance Heart,Artist_142,Rock,Sleep,0.041,0.829,0.961,138.21,253821,12
Heart Beat Dance,Artist_469,Rock,Chill,0.914,0.06,0.938,80.59,282246,92
Sky Light Dance,Artist_486,Classical,Chill,0.833,0.169,0.903,115.42,286859,35
Wave Beat Dream,Artist_272,Pop,Travel,0.298,0.796,0.91,112.4,224211,74
Sky Wave,Artist_203,Pop,Party,0.789,0.001,0.898,163.1,300164,98
Night Love Sky,Artist_169,Country,Romantic,0.031,0.282,0.82,158.9,114527,69
Dream Heart Love,Artist_346,Rock,Romantic,0.967,0.584,0.695,187.24,242747,63
Wave Dream Beat,Artist_478,Hip-Hop,Chill,0.527,0.595,0.024,148.49,279346,41
Beat Light Heart,Artist_250,Indie,Sleep,0.303,0.777,0.132,104.04,196722,64
Dream Love,Artist_387,Rock,Sleep,0.363,0.506,0.134,169.65,238787,18
Dream Dance Beat,Artist_107,Hip-Hop,Chill,0.066,0.509,0.024,129.58,323562,70
Dream Fire Heart,Artist_246,Hip-Hop,Chill,0.989,0.725,0.117,87.09,125170,11
Wave Dance,Artist_151,Country,Travel,0.039,0.499,0.92,164.64,269476,65
Sky Wave,Artist_400,Country,Focus,0.655,0.608,0.664,78.55,227041,23
Night Dream,Artist_143,Indie,Focus,0.443,0.898,0.312,84.94,311928,4
Sky Beat,Artist_307,Classical,Party,0.949,0.401,0.793,166.23,85202,7
Love Dream Light,Artist_194,Rock,Focus,0.246,0.385,0.488,167.82,106352,41
Sky Dance,Artist_208,EDM,Focus,0.532,0.004,0.142,170.71,326451,49
Light Love Sky,Artist_194,Classical,Focus,0.482,0.613,0.885,101.07,275953,17
Dance Wave Dream,Artist_485,Hip-Hop,Romantic,0.703,0.03,0.339,181.32,291022,75
Night Light Sky,Artist_3,EDM,Party,0.068,0.504,0.699,161.17,144555,55
Dance Love,Artist_227,Classical,Focus,0.194,0.804,0.291,176.76,127879,27
Fire Light,Artist_70,Jazz,Focus,0.215,0.55,0.5,159.2,264792,12
Night Sky,Artist_113,Classical,Sleep,0.738,0.27,0.816,141.14,118353,47
Light Dream Fire,Artist_202,EDM,Romantic,0.189,0.786,0.157,75.32,189450,34
Dance Dream,Artist_194,Pop,Party,0.573,0.27,0.977,159.53,272137,8
Wave Sky,Artist_374,Hip-Hop,Chill,0.215,0.733,0.07,156.66,344526,23
Night Beat Dance,Artist_30,Bollywood,Sleep,0.862,0.61,0.534,103.75,178428,26
Dance Love Beat,Artist_393,Bollywood,Chill,0.942,0.17,0.916,163.01,130512,34
Beat Fire,Artist_150,Classical,Party,0.518,0.905,0.946,137.06,246293,32
Light Beat,Artist_436,Hip-Hop,Workout,0.352,0.201,0.232,138.32,180786,6
Love Night,Artist_452,Indie,Sleep,0.234,0.99,0.144,111.46,210340,65
Dream Wave,Artist_408,Jazz,Party,0.05,0.007,0.724,76.35,291985,59
Love Light,Artist_241,Country,Romantic,0.269,0.263,0.042,90.37,175412,50
Light Sky Dream,Artist_135,Bollywood,Party,0.654,0.2,0.485,167.64,275403,68
Sky Light Fire,Artist_54,Bollywood,Chill,0.534,0.014,0.796,98.0,233347,89
Fire Beat,Artist_76,Bollywood,Focus,0.944,0.732,0.56,60.32,343376,8
Wave Beat Love,Artist_4,Classical,Travel,0.396,0.693,0.188,199.58,200818,40
Light Beat,Artist_286,Country,Romantic,0.694,0.792,0.487,89.5,257033,46
Night Fire Beat,Artist_55,Rock,Romantic,0.489,0.257,0.921,151.75,198169,84
Heart Sky,Artist_279,Rock,Romantic,0.513,0.444,0.617,189.77,90408,78
Beat Dream Love,Artist_1,Pop,Romantic,0.268,0.659,0.721,143.96,198570,33
Beat Sky Love,Artist_99,EDM,Travel,0.455,0.44,0.336,171.86,264141,58
Fire Dream,Artist_224,Rock,Workout,0.471,0.697,0.188,196.69,188081,3
Wave Heart Night,Artist_265,Hip-Hop,Focus,0.707,0.634,0.256,180.45,177535,79
Heart Love,Artist_305,Hip-Hop,Focus,0.941,0.115,0.533,138.11,196939,27
Night Wave,Artist_108,Indie,Party,0.329,0.781,0.28,110.92,72140,83
Sky Beat Night,Artist_257,Hip-Hop,Focus,0.042,0.721,0.542,127.55,327482,65
Heart Light Love,Artist_328,Classical,Sleep,0.496,0.656,0.708,177.86,228660,57
Fire Light,Artist_79,Jazz,Travel,0.544,0.155,0.734,179.47,339242,35
Sky Wave,Artist_183,Pop,Party,0.168,0.268,0.165,178.42,229771,52
Love Sky,Artist_431,Bollywood,Focus,0.76,0.393,0.75,143.61,204625,97
Sky Fire,Artist_440,Indie,Sleep,0.985,0.28,0.673,126.77,339730,51
Heart Beat,Artist_68,Indie,Party,0.946,0.228,0.012,103.59,273083,17
Light Heart Night,Artist_405,Indie,Romantic,0.197,0.805,0.059,60.47,307283,77
Heart Fire,Artist_274,Country,Party,0.875,0.638,0.646,167.03,106585,52
Sky Light,Artist_348,Jazz,Travel,0.704,0.565,0.384,98.78,122063,48
Dance Sky,Artist_484,Bollywood,Travel,0.454,0.226,0.146,106.15,211435,58
Heart Wave Love,Artist_300,Indie,Focus,0.541,0.918,0.044,178.09,321440,76
Love Wave,Artist_321,Indie,Romantic,0.85,0.191,0.159,67.32,144160,26
Beat Light,Artist_145,Country,Party,0.48,0.795,0.958,189.87,303148,27
Beat Sky Dance,Artist_3,Rock,Focus,0.373,0.967,0.728,60.19,265669,24
Dance Wave,Artist_157,Pop,Sleep,0.493,0.727,0.528,191.48,349486,81
Love Night Wave,Artist_111,Indie,Party,0.579,0.993,0.942,123.67,319527,11
Dance Night,Artist_298,Pop,Party,0.189,0.651,0.619,74.3,93742,86
Wave Light Fire,Artist_127,Country,Workout,0.901,0.217,0.726,154.38,262979,8
Night Beat Wave,Artist_397,Hip-Hop,Sleep,0.674,0.204,0.283,185.42,350858,48
Heart Light,Artist_187,Classical,Travel,0.633,0.325,0.589,121.33,128094,32
Beat Light Wave,Artist_60,Pop,Romantic,0.099,0.007,0.143,156.79,332845,29
Night Dance,Artist_206,Country,Chill,0.604,0.682,0.404,197.11,152445,96
Dance Heart Fire,Artist_10,Jazz,Party,0.121,0.269,0.033,93.7,184788,5
Dream Beat,Artist_71,EDM,Chill,0.079,0.815,0.217,174.86,345778,49
Dance Love,Artist_203,Rock,Focus,0.527,0.359,0.075,101.33,307675,13
Love Heart Fire,Artist_312,Jazz,Romantic,0.403,0.48,0.388,119.69,300548,89
Fire Sky Heart,Artist_397,Jazz,Chill,0.589,0.966,0.843,99.45,323384,42
Wave Heart,Artist_363,Rock,Party,0.089,0.242,0.378,122.44,304761,10
Heart Dance Dream,Artist_169,EDM,Focus,0.431,0.721,0.832,60.71,325466,26
Fire Heart Wave,Artist_248,Indie,Romantic,0.175,0.755,0.656,102.48,261360,26
Wave Light,Artist_499,Hip-Hop,Travel,0.987,0.221,0.51,122.34,246687,85
Sky Dream,Artist_226,Pop,Chill,0.561,0.501,0.237,148.51,167229,23
Beat Dream Night,Artist_192,Country,Sleep,0.687,0.35,0.922,149.23,246778,44
Dance Heart Love,Artist_68,Hip-Hop,Travel,0.325,0.772,0.054,141.73,189482,76
Heart Light,Artist_354,Jazz,Romantic,0.095,0.622,0.689,101.02,255907,39
Beat Wave Dance,Artist_471,Bollywood,Travel,0.976,0.476,0.621,192.64,201760,43
Love Fire,Artist_221,Bollywood,Romantic,0.286,0.779,0.441,114.88,324698,52
Dream Light,Artist_215,Rock,Party,0.424,0.235,0.24,90.37,100211,58
Fire Dream Dance,Artist_288,Bollywood,Workout,0.65,0.754,0.431,137.63,260010,89
Dance Beat,Artist_149,Hip-Hop,Focus,0.025,0.865,0.873,164.85,342810,76
Wave Light Fire,Artist_485,Pop,Party,0.81,0.879,0.837,61.71,229496,32
Heart Night Wave,Artist_287,Rock,Chill,0.537,0.784,0.941,98.69,94296,18
Dream Heart,Artist_479,Indie,Chill,0.278,0.408,0.308,175.5,355762,42
Light Heart,Artist_27,Hip-Hop,Travel,0.062,0.982,0.387,130.98,335776,84
Beat Night Fire,Artist_112,EDM,Romantic,0.162,0.38,0.019,117.19,195746,2
Light Dance,Artist_342,Rock,Focus,0.895,0.639,0.943,190.33,186503,60
Love Light,Artist_380,Hip-Hop,Chill,0.686,0.161,0.329,72.53,276287,33
Dream Love Dance,Artist_51,Bollywood,Party,0.25,0.98,0.404,146.18,211982,46
Light Dream,Artist_219,Bollywood,Workout,0.066,0.704,0.908,107.91,233411,81
Dance Wave Light,Artist_101,Pop,Workout,0.691,0.753,0.527,69.92,333834,59
Night Light,Artist_205,Country,Romantic,0.572,0.066,0.566,89.92,111421,94
Dream Heart Wave,Artist_241,Bollywood,Focus,0.405,0.763,0.176,147.91,67270,57
Light Beat Fire,Artist_268,Bollywood,Focus,0.364,0.775,0.499,63.96,74653,62
Wave Love,Artist_36,Rock,Romantic,0.217,0.672,0.918,142.91,210263,63
Dance Night,Artist_236,Rock,Focus,0.67,0.292,0.559,193.96,315751,73
Night Love,Artist_162,Pop,Chill,0.971,0.49,0.255,171.31,96376,31
Sky Dream,Artist_77,Country,Party,0.176,0.11,0.031,108.38,248057,39
Sky Wave,Artist_134,Classical,Travel,0.597,0.472,0.336,79.35,352058,85
Fire Love Heart,Artist_428,Pop,Workout,0.424,0.244,0.573,125.11,165909,22
Dance Wave Night,Artist_332,Jazz,Party,0.447,0.349,0.043,115.01,201266,17
Night Dance Wave,Artist_284,Pop,Party,0.254,0.163,0.61,196.04,345398,3
Heart Beat Wave,Artist_35,Hip-Hop,Romantic,0.825,0.23,0.523,198.58,149256,32
Beat Dance Wave,Artist_128,Indie,Focus,0.485,0.077,0.783,117.48,245935,33
Love Beat Fire,Artist_174,Bollywood,Travel,0.543,0.92,0.029,80.83,111271,64
Sky Wave,Artist_125,Indie,Focus,0.305,0.53,0.781,187.49,245309,10
Love Heart,Artist_250,Jazz,Focus,0.182,0.397,0.521,171.1,298023,5
Dream Sky,Artist_198,Bollywood,Party,0.086,0.535,0.371,131.58,251562,68
Beat Heart,Artist_454,Pop,Focus,0.714,0.628,0.965,111.15,188262,38
Dance Fire,Artist_138,Country,Focus,0.196,0.922,0.16,122.74,72897,96
Dream Night,Artist_81,Bollywood,Sleep,0.69,0.179,0.541,186.26,352657,41
Sky Fire,Artist_313,Jazz,Chill,0.39,0.296,0.321,85.85,93706,84
Dance Love,Artist_425,Jazz,Romantic,0.416,0.976,0.527,172.95,288217,73
Sky Dance Fire,Artist_451,Jazz,Focus,0.469,0.371,0.552,62.55,283749,61
Love Night Heart,Artist_485,EDM,Travel,0.368,0.023,0.089,188.88,98508,15
Wave Night Light,Artist_264,Pop,Travel,0.101,0.148,0.661,130.04,309169,52
Love Night Wave,Artist_118,Bollywood,Workout,0.31,0.026,0.634,91.74,308126,8
Beat Dream,Artist_388,Bollywood,Workout,0.664,0.99,0.769,60.4,83799,56
Love Wave Light,Artist_314,Bollywood,Chill,0.666,0.279,0.091,138.34,263669,98
Beat Heart,Artist_113,Indie,Workout,0.286,0.924,0.297,94.23,180578,30
Sky Dance,Artist_6,Bollywood,Romantic,0.46,0.996,0.65,148.38,112054,74
Wave Dance Fire,Artist_108,Pop,Romantic,0.193,0.6,0.137,99.36,143138,78
Heart Sky,Artist_490,EDM,Focus,0.21,0.033,0.678,72.32,160216,34
Heart Dance,Artist_320,EDM,Sleep,0.023,0.082,0.059,130.71,174416,59
Wave Dream,Artist_391,Pop,Sleep,0.897,0.482,0.335,139.03,179324,56
Sky Beat,Artist_184,Country,Sleep,0.211,0.406,0.847,123.36,284865,86
Wave Night Sky,Artist_124,Pop,Chill,0.228,0.606,0.774,124.12,189899,13
Fire Light Beat,Artist_307,Pop,Focus,0.28,0.439,0.645,142.55,92732,51
Sky Fire Dream,Artist_188,EDM,Focus,0.127,0.934,0.87,133.69,258325,59
Fire Night,Artist_70,Pop,Sleep,0.639,0.535,0.709,78.56,276166,62
Dream Beat Light,Artist_380,Pop,Romantic,0.075,0.694,0.519,87.59,192500,29
Dream Light Wave,Artist_358,Country,Focus,0.134,0.896,0.98,79.85,281930,93
Beat Light Heart,Artist_452,Jazz,Workout,0.645,0.147,0.695,157.06,264177,62
Wave Dream Dance,Artist_435,Pop,Sleep,0.34,0.23,0.601,134.0,234821,7
Sky Love,Artist_204,Bollywood,Focus,0.708,0.107,0.409,120.18,194178,44
Love Dream,Artist_22,Hip-Hop,Travel,0.557,0.14,0.902,171.77,189615,6
Light Beat,Artist_268,EDM,Romantic,0.256,0.513,0.296,105.61,91063,99
Night Sky,Artist_335,Pop,Romantic,0.651,0.321,0.009,139.53,264420,62
Love Heart Night,Artist_276,Country,Sleep,0.116,0.423,0.197,70.42,317544,68
Light Heart,Artist_178,Pop,Romantic,0.536,0.982,0.11,164.22,240611,78
Fire Dream Dance,Artist_97,EDM,Travel,0.437,0.157,0.319,157.33,315740,70
Beat Fire,Artist_93,EDM,Focus,0.268,0.541,0.826,172.33,134272,17
Fire Wave,Artist_308,Bollywood,Focus,0.604,0.099,0.652,183.83,292282,49
Beat Fire Wave,Artist_413,Classical,Travel,0.871,0.318,0.169,166.12,62965,24
Love Night,Artist_287,Classical,Travel,0.999,0.528,0.789,178.23,259354,77
Love Wave,Artist_429,Rock,Sleep,0.608,0.947,0.504,108.39,113828,12
Light Fire,Artist_240,Classical,Party,0.405,0.391,0.513,108.07,175849,57
Light Dance,Artist_451,Rock,Travel,0.225,0.065,0.362,192.2,146146,29
Love Sky,Artist_122,Hip-Hop,Chill,0.257,0.388,0.865,188.04,288750,88
Dream Light,Artist_149,Classical,Workout,0.479,0.146,0.318,136.79,284506,62
Heart Sky,Artist_361,Jazz,Party,0.367,0.23,0.094,111.32,250074,98
Heart Light,Artist_443,Bollywood,Travel,0.914,0.618,0.303,181.24,76804,78
Wave Love,Artist_16,Rock,Travel,0.368,0.067,0.715,105.28,315760,27
Love Sky,Artist_48,Bollywood,Workout,0.373,0.465,0.658,81.51,252403,5
Dance Beat,Artist_44,Pop,Travel,0.384,0.609,0.188,149.53,344402,40
Night Fire Beat,Artist_131,EDM,Sleep,0.837,0.422,0.112,65.97,322019,47
Dream Light Love,Artist_318,Pop,Sleep,0.651,0.019,0.661,113.07,285249,9
Dream Wave,Artist_415,Hip-Hop,Party,0.614,0.986,0.676,173.07,219838,16
Light Night Heart,Artist_309,Pop,Focus,0.334,0.367,0.366,101.33,240131,13
Dance Sky Wave,Artist_251,Indie,Romantic,0.818,0.779,0.843,190.38,110082,54
Heart Fire,Artist_428,Bollywood,Party,0.038,0.326,0.978,193.82,126192,15
Night Love,Artist_369,Rock,Focus,0.871,0.475,0.206,174.21,246653,25
Light Fire Wave,Artist_156,Rock,Chill,0.513,0.388,0.577,198.27,243091,16
Wave Beat,Artist_234,Country,Chill,0.398,0.343,0.005,134.31,65014,44
Fire Dance Sky,Artist_169,Rock,Sleep,0.497,0.022,0.713,139.69,283268,95
Night Light,Artist_140,Classical,Workout,0.667,0.36,0.414,177.06,95258,47
Sky Dream,Artist_373,Country,Focus,0.013,0.889,0.193,128.99,333443,33
Wave Fire Dance,Artist_251,Jazz,Chill,0.872,0.69,0.752,116.94,86009,84
Heart Love Night,Artist_104,Bollywood,Party,0.447,0.145,0.811,146.07,254542,26
Dance Beat Wave,Artist_345,Indie,Sleep,0.343,0.591,0.111,152.07,309498,99
Light Dance,Artist_446,Country,Focus,0.138,0.892,0.041,165.13,189740,40
Beat Dream Fire,Artist_335,Classical,Party,0.439,0.7,0.334,153.55,261651,71
Fire Beat Heart,Artist_231,Pop,Workout,0.496,0.149,0.626,164.4,115777,45
Night Beat,Artist_439,Jazz,Romantic,0.404,0.868,0.793,154.44,205696,95
Dance Beat,Artist_238,Hip-Hop,Travel,0.679,0.302,0.546,127.26,164301,81
Wave Dream,Artist_19,Rock,Focus,0.421,0.454,0.581,78.89,279225,43
Beat Wave,Artist_142,Indie,Sleep,0.961,0.526,0.8,169.96,295731,72
Dance Light Love,Artist_390,Indie,Party,0.599,0.851,0.529,64.31,151207,23
Dance Beat,Artist_302,Classical,Sleep,0.807,0.932,0.611,198.95,291364,47
Beat Heart,Artist_488,Rock,Workout,0.109,0.93,0.516,175.98,166785,44
Dream Light,Artist_316,Rock,Party,0.397,0.008,0.88,153.93,217126,82
Dance Sky,Artist_21,Indie,Chill,0.337,0.922,0.236,195.32,306231,42
Heart Light,Artist_295,Bollywood,Workout,0.569,0.054,0.264,145.75,234001,12
Dream Heart,Artist_214,Indie,Chill,0.861,0.266,0.128,67.9,138192,94
Wave Dance Light,Artist_235,EDM,Workout,0.078,0.515,0.819,138.31,190373,36
Dream Beat Heart,Artist_274,EDM,Party,0.073,0.48,0.412,98.81,60409,79
Beat Sky Love,Artist_35,Pop,Workout,0.85,0.605,0.348,111.73,162263,82
Light Heart,Artist_309,Pop,Travel,0.213,0.479,0.981,124.34,129110,89
Heart Love,Artist_159,Classical,Sleep,0.669,0.934,0.927,168.44,337528,13
Sky Night,Artist_187,Jazz,Chill,0.543,0.241,0.972,130.41,215808,88
Night Beat Heart,Artist_422,Indie,Travel,0.833,0.274,0.142,126.46,174084,81
Light Fire Night,Artist_406,EDM,Romantic,0.125,0.921,0.891,102.28,145398,65
Wave Heart,Artist_200,Jazz,Chill,0.13,0.077,0.329,135.58,219074,27
Heart Night Dance,Artist_441,Rock,Travel,0.557,0.61,0.013,94.77,137045,20
Night Sky,Artist_173,EDM,Romantic,0.946,0.682,0.391,96.54,295607,18
Love Wave Heart,Artist_295,Indie,Romantic,0.415,0.506,0.509,166.02,80918,64
Love Dream,Artist_246,EDM,Travel,0.327,0.694,0.108,107.96,245995,9
Sky Dream Dance,Artist_485,Hip-Hop,Sleep,0.607,0.173,0.538,67.2,83807,74
Heart Dance Love,Artist_231,Hip-Hop,Focus,0.93,0.853,0.819,108.11,122739,25
Love Dream,Artist_120,EDM,Romantic,0.837,0.14,0.378,149.4,174321,1
Love Night,Artist_313,Pop,Workout,0.995,0.401,0.353,173.96,248661,59
Dream Heart,Artist_198,Country,Romantic,0.023,0.075,0.339,194.67,116801,36
Night Light,Artist_49,Jazz,Travel,0.113,0.545,0.923,164.47,303439,18
Love Dance Sky,Artist_400,Country,Sleep,0.609,0.67,0.049,120.04,314431,47
Wave Love,Artist_476,Bollywood,Travel,0.821,0.941,0.445,101.88,124385,79
Wave Heart Dream,Artist_17,Pop,Focus,0.285,0.739,0.265,78.15,249749,33
Dream Fire,Artist_340,Jazz,Travel,0.239,0.541,0.894,147.88,111719,22
Beat Fire,Artist_103,Pop,Romantic,0.787,0.933,0.096,131.38,164352,88
Light Love,Artist_396,Jazz,Focus,0.056,0.478,0.411,154.88,189453,65
Dream Love Light,Artist_352,Bollywood,Party,0.369,0.561,0.407,93.2,137993,11
Fire Love Dream,Artist_129,Indie,Sleep,0.506,0.596,0.888,105.31,331093,26
Dream Beat Light,Artist_11,Classical,Workout,0.56,0.41,0.215,100.89,207071,90
Sky Dance,Artist_176,Country,Travel,0.729,0.838,0.645,171.67,103070,70
Fire Dance Sky,Artist_241,Bollywood,Party,0.355,0.185,0.134,83.97,83668,97
Heart Dance,Artist_106,Indie,Focus,0.613,0.555,0.954,145.19,191817,63
Sky Wave,Artist_466,EDM,Sleep,0.585,0.722,0.593,67.19,184396,78
Wave Heart Beat,Artist_460,Bollywood,Focus,0.548,0.904,0.626,136.93,346683,88
Sky Love Beat,Artist_206,Indie,Sleep,0.64,0.884,0.434,68.95,329004,38
